Name,Shortform,Price,24H change,24H volume,Market Cap
Inverse Finance DOLA Stablecoin,DOLA,$0.9984,+0.32%,"$289,395",$53.47 M
DODO,DODO,$0.1177,+5.87%,$6 M,$53.57 M
ALEX Lab,ALEX,$0.08803,+7.72%,"$86,649",$53.2 M
Loom Network,LOOM,$0.04681,+4.89%,$5.39 M,$53.01 M
Tokamak Network,TON,$1.46,+2.41%,"$972,943",$52.22 M
FUNToken,FUN,$0.004745,+3.42%,"$525,119",$52.02 M
Euro Coin,EUROC,$1.07,+0.24%,$1.08 M,$51.72 M
DEXTools,DEXT,$0.5215,+10.57%,"$586,921",$49.25 M
GameFi,GAFI,$6.02,-12.50%,"$424,930",$50.25 M
MARBLEX,MBX,$0.9171,-6.23%,$1.32 M,$50.13 M
Rally,RLY,$0.00974,-1.78%,$1.8 M,$48.58 M
Verasity,VRA,$0.004811,+5.60%,$7.93 M,$49.58 M
Alien Worlds,TLM,$0.01399,+3.35%,$4.63 M,$50.02 M
BOB,BOB,$1.00,+0.36%,$2.94 M,$49.64 M
AXEL,AXEL,$0.1763,+5.72%,"$61,280",$49.91 M
Mines of Dalarnia,DAR,$0.1231,+3.15%,$16.72 M,$49.09 M
Bolide,BLID,$0.02331,+0.74%,"$110,841",$48.83 M
Celsius,CEL,$0.2052,+7.65%,"$750,143",$49.03 M
Bubblefong,BBF,$0.4368,+0.56%,"$606,395",$48.71 M
smARTOFGIVING,AOG,$0.6608,+15.76%,"$41,607",$48.75 M
XYO,XYO,$0.003834,+0.41%,"$412,904",$49.25 M
Orbit Chain,ORC,$0.07626,+3.91%,"$808,992",$48.63 M
SX Network,SX,$0.1038,+2.10%,"$266,871",$48.39 M
Ampleforth,AMPL,$1.05,-1.44%,"$610,098",$48.26 M
TrueFi,TRU,$0.04568,+17.52%,$11.76 M,$48.36 M
IDEX,IDEX,$0.07086,+5.47%,$9.45 M,$47.75 M
Sologenic,SOLO,$0.1193,+6.11%,"$638,508",$47.72 M
Chainge,CHNG,$0.1182,+7.51%,"$623,466",$47.25 M
Aergo,AERGO,$0.1067,+3.33%,$3.77 M,$46.43 M
Pocket Network,POKT,$0.0305,-0.26%,"$582,114",$46.65 M
Rakon,RKN,$0.1919,+4.24%,"$64,404",$46.61 M
Reef,REEF,$0.002037,+3.35%,$10 M,$46.49 M
sUSD,SUSD,$0.9919,+0.72%,$2.33 M,$45.71 M
Badger DAO,BADGER,$2.35,+4.00%,$1.72 M,$45.86 M
Origin Protocol,OGN,$0.08918,+3.43%,$5.48 M,$45.42 M
Raydium,RAY,$0.2151,+1.82%,$5.65 M,$45.19 M
Pundi X (Old),NPXS,$0.0001904,+4.10%,$2,$45.04 M
Automata Network,ATA,$0.1121,+4.85%,$1.74 M,$44.62 M
Toko Token,TKO,$0.2769,+2.13%,$2.71 M,$44.59 M
Ark,ARK,$0.251,+2.05%,$1.08 M,$43.53 M
Unizen,ZCX,$0.07447,+8.36%,$1 M,$43.92 M
SOMESING,SSX,$0.01579,+2.57%,"$572,866",$44.15 M
Metacraft,MCT,$0.828,-3.52%,"$7,887",$43.6 M
MAI,MIMATIC,$0.9931,+0.22%,"$584,013",$43.53 M
Aavegotchi,GHST,$0.9595,+1.27%,$1.73 M,$43.27 M
ASD,ASD,$0.0655,+1.53%,$4.16 M,$43.27 M
Cream Finance,CREAM,$23.53,-0.13%,$2.71 M,$43.66 M
Seedify.fund,SFUND,$0.8867,+5.74%,$1.15 M,$43.88 M
Moonriver,MOVR,$6.16,+2.95%,$1.6 M,$43.18 M
Bella Protocol,BEL,$0.7205,+5.17%,$7.14 M,$43.23 M
Yield Guild Games,YGG,$0.1764,+6.54%,$5.85 M,$42.97 M
Pirate Chain,ARRR,$0.2206,+3.29%,"$49,252",$43.28 M
Celo Dollar,CUSD,$0.9982,+0.54%,$1.34 M,$42.42 M
Frax Price Index Share,FPIS,$2.30,-2.83%,"$176,426",$42.75 M
MovieBloc,MBL,$0.002583,-0.41%,$1.16 M,$41.83 M
Chainbing,CBG,$1.28,+19.69%,"$10,080",$42.18 M
Premia,PREMIA,$0.6696,+5.86%,"$51,661",$42.43 M
Utrust,UTK,$0.0844,+5.60%,$1.91 M,$42.2 M
WazirX,WRX,$0.1103,+3.83%,"$751,187",$42.1 M
Strike,STRK,$11.12,+3.20%,$1.45 M,$41.63 M
Radio Caca,RACA,$0.000124,+4.21%,$2.55 M,$41.51 M
Biswap,BSW,$0.112,+2.33%,$3.14 M,$41.76 M
VerusCoin,VRSC,$0.562,+4.06%,"$9,890",$41.24 M
Cobak Token,CBK,$0.5396,+0.54%,"$734,234",$40.38 M
ZEON,ZEON,$0.00133,-9.50%,N/A,$40.62 M
StormX,STMX,$0.004066,+1.81%,$4.25 M,$40.66 M
Coinweb,CWEB,$0.02391,+3.03%,"$189,344",$40.52 M
CAW(A Hunters Dream),CAW,$0.00000006379,+2.59%,$1.23 M,$40.61 M
Ampleforth Governance Token,FORTH,$2.67,+2.31%,$1.32 M,$40.74 M
Selfkey,KEY,$0.007616,+6.88%,$18.76 M,$40.4 M
Metadium,META,$0.02381,+0.71%,"$664,215",$40.18 M
RSS3,RSS3,$0.1014,+0.07%,$1.38 M,$39.9 M
LCX,LCX,$0.05124,-0.73%,"$335,979",$39.53 M
Kwenta,KWENTA,$318.34,+9.96%,"$851,123",$39.65 M
Bitmex Token,BMEX,$0.3967,-1.07%,"$31,287",$39.57 M
Wanchain,WAN,$0.201,+4.79%,"$574,657",$39.53 M
Saitama V2,SAITAMA,$0.0008858,+3.07%,"$603,877",$39.32 M
Phoenix Global [old],PHX,$0.01153,+0.03%,N/A,$39.04 M
IRISnet,IRIS,$0.0256,+5.17%,$1.18 M,$39.14 M
HAY,HAY,$1.00,+0.15%,"$338,682",$38.82 M
Dawn Protocol,DAWN,$0.5243,+7.19%,$1.21 M,$39.04 M
KeeperDAO,ROOK,$60.20,+7.99%,"$46,275",$37.18 M
AllianceBlock Nexera,NXRA,$0.05745,+7.32%,"$206,416",$38.36 M
Constellation,DAG,$0.03003,+4.35%,"$396,603",$38.05 M
Electroneum,ETN,$0.002122,+5.38%,"$789,436",$38.08 M
MXC,MXC,$0.01443,-0.29%,"$680,950",$38.13 M
MCDEX Token,MCB,$9.98,-0.59%,"$211,081",$38.12 M
Uquid Coin,UQC,$3.83,+5.83%,"$83,195",$38.32 M
SingularityDAO,SDAO,$0.4541,+12.47%,$2.02 M,$37.57 M
Bytom,BTM,$0.02095,-0.54%,"$187,444",$37.65 M
e-Radix,EXRD,$0.05113,+3.66%,"$132,030",$37.57 M
NEST Protocol,NEST,$0.01287,-3.91%,$1.04 M,$37.49 M
DeFi Pulse Index,DPI,$66.67,+4.29%,"$64,313",$37.27 M
Enzyme,MLN,$18.01,+5.55%,$1.41 M,$37.21 M
Bitcicoin,BITCI,$0.004827,-1.52%,$1.27 M,$37.21 M
Flamingo,FLM,$0.07617,+2.43%,$1.57 M,$36.75 M
Velas,VLX,$0.01483,+2.28%,$1.02 M,$36.48 M
SuperRare,RARE,$0.0844,+3.41%,$1.02 M,$36.62 M
Veritaseum,VERI,$16.16,+0.91%,"$13,528",$34.74 M
Perpetual Protocol,PERP,$0.5565,+8.15%,$2.84 M,$36.73 M
Voyager Token,VGX,$0.1309,+3.69%,$5.12 M,$36.45 M
RichQUACK.com,QUACK,$0.0000000008242,+1.00%,"$744,014",$36.33 M
sETH,SETH,"$1,837.59",+1.79%,"$18,775",$36.14 M
Snowbank,SB,$225.12,+5.66%,$300,$35.94 M
Komodo,KMD,$0.2668,+9.22%,$2.42 M,$36.28 M
Redacted,BTRFLY,$174.84,+1.89%,"$123,178",$36.33 M
Zebec Protocol,ZBC,$0.01179,-1.53%,$6.09 M,$35.92 M
Dopex,DPX,$140.64,+3.15%,"$387,253",$35.99 M
XCAD Network,XCAD,$0.8417,+3.79%,$2.08 M,$35.84 M
DXdao,DXD,$722.55,+5.13%,$105,$35.64 M
TokenPocket,TPT,$0.01013,-0.27%,"$149,082",$35.11 M
BakeryToken,BAKE,$0.1221,+2.96%,$5.1 M,$35.38 M
Klever,KLV,$0.003943,+1.21%,$1.34 M,$35.02 M
SmarDex,SDEX,$0.005374,+11.97%,$1.29 M,$34.25 M
Chain,XCN,$0.001447,-2.58%,$7.61 M,$34.84 M
Meter Governance,MTRG,$2.03,-2.02%,"$181,631",$34.87 M
Tectonic,TONIC,$0.0000001542,+0.95%,"$70,998",$34.74 M
DeGate,DG,$0.1598,+1.12%,"$8,670",$34.68 M
Cortex,CTXC,$0.1633,+4.48%,$1.66 M,$34.72 M
Veritise,VTS,$0.1544,+0.41%,"$452,175",$34.6 M
ArbDoge AI,AIDOGE,$0.000000000204,+15.18%,$17.98 M,$35.58 M
ThunderCore,TT,$0.003373,+1.47%,$1.67 M,$34.62 M
Terra Virtua Kolect,TVK,$0.03193,+1.26%,$4.17 M,$34.31 M
Euler Finance,EUL,$1.91,+0.28%,"$623,115",$34.34 M
Gods Unchained,GODS,$0.1541,+0.50%,"$816,135",$34.06 M
Lyra,LYRA,$0.08783,+5.84%,"$209,170",$33.57 M
PlatON,LAT,$0.008858,+2.41%,$1.27 M,$33.53 M
Bloktopia,BLOK,$0.001907,+3.59%,"$523,239",$33.45 M
NvirWorld,NVIR,$0.03215,-4.48%,$1.55 M,$33.35 M
Beefy Finance,BIFI,$415.64,+3.51%,"$688,780",$33.25 M
Manchester City Fan Token,CITY,$5.43,+1.28%,$14.06 M,$32.86 M
FirmaChain,"FCT,FCT2",$0.04549,-2.98%,$12.31 M,$30.9 M
Propy,PRO,$0.3289,+3.67%,"$300,439",$32.89 M
Bit2Me,B2M,$0.007323,+1.04%,"$251,405",$32.67 M
dForce USD,USX,$1.05,+5.91%,"$3,774",$32.9 M
Polkastarter,POLS,$0.3307,+3.99%,$1.92 M,$32.81 M
Ethernity Chain,ERN,$1.84,+4.52%,$2.91 M,$32.75 M
Litentry,LIT,$0.8196,+4.44%,$8.44 M,$32.47 M
Dejitaru Tsuka,TSUKA,$0.03261,+3.30%,$1.46 M,$32.61 M
LTO Network,LTO,$0.07803,-1.04%,$2.86 M,$32.41 M
Railgun,RAIL,$0.5613,+3.69%,"$85,516",$32.28 M
Forta,FORT,$0.1325,-3.68%,"$620,299",$32.58 M
Fei USD,FEI,$0.9311,+3.00%,"$701,854",$31.92 M
Qredo,QRDO,$0.101,+10.15%,"$888,990",$32.06 M
Adshares,ADS,$0.8157,+1.32%,"$209,311",$31.61 M
Dopex Rebate Token,RDPX,$23.46,+5.73%,"$644,610",$31.82 M
Doge Killer,LEASH,$298.48,+8.98%,"$842,284",$31.72 M
Gelato,GEL,$0.2847,+6.95%,"$70,645",$31.31 M
Hourglass,WAIT,$0.3191,+4.45%,"$89,846",$31.26 M
Globiance Exchange Token,GBEX,$0.00000008224,+4.77%,"$205,733",$31.12 M
HUNT,HUNT,$0.2791,-7.69%,$3.87 M,$30.81 M
Adventure Gold,AGLD,$0.4412,+12.79%,$6.58 M,$30.96 M
KLAYswap Protocol,KSP,$0.5678,+2.18%,"$213,819",$31.11 M
Neopin,NPT,$0.6182,-5.95%,"$638,215",$30.86 M
Phoenix Global (new),PHB,$0.7755,+7.91%,$8.41 M,$30.84 M
Verge,XVG,$0.001862,+5.12%,"$782,963",$30.77 M
Elastos,ELA,$1.49,+3.31%,"$569,951",$30.32 M
Dione Protocol,DIONE,$0.003221,+6.71%,"$256,964",$30.63 M
Hifi Finance,HIFI,$0.3201,+1.99%,$2 M,$30.42 M
district0x,DNT,$0.02999,+6.44%,$1.12 M,$29.99 M
Findora,FRA,$0.003395,+0.95%,"$386,713",$30.06 M
Measurable Data Token,MDT,$0.04456,+5.48%,$5.26 M,$30.13 M
Sweat Economy,SWEAT,$0.006029,+2.98%,"$928,096",$30.04 M
Compound Basic Attention Token,CBAT,$0.004293,+3.42%,$929,$29.98 M
Poollotto.finance,PLT,$2.31,+1.13%,"$114,784",$29.69 M
Carry,CRE,$0.003122,-6.90%,"$956,168",$27.45 M
GAMI World,GAMI,$0.8187,+0.67%,"$73,633",$30.36 M
DFI.Money,YFII,$771.22,+2.00%,$7.26 M,$29.77 M
Acala Token,ACA,$0.0418,+4.35%,$1.85 M,$29.69 M
Defigram,DFG,$2.95,+4.19%,"$3,006",$29.54 M
Alchemix,ALCX,$16.13,+2.30%,$1.31 M,$29.53 M
Groestlcoin,GRS,$0.3529,+3.77%,"$538,047",$29.18 M
Bounce Finance Governance Token,AUCTION,$4.50,+3.34%,$1.31 M,$29.24 M
USDK,USDK,$1.01,+0.58%,$612,$28.99 M
Persistence,XPRT,$0.1736,+2.75%,"$458,546",$28.98 M
Efinity Token,EFI,$0.0461,+0.52%,"$306,047",$28.79 M
Reserve,RSV,$0.9962,+0.02%,"$1,680",$28.74 M
Volt Inu V2,VOLT,$0.0000005218,+0.36%,$13.21 M,$28.58 M
FC Barcelona Fan Token,BAR,$3.00,+0.30%,$6.59 M,$28.21 M
Router Protocol,ROUTE,$2.50,-2.77%,$1.47 M,$28.5 M
Moss Coin,MOC,$0.07493,+1.69%,"$783,608",$28.69 M
Kishu Inu,KISHU,$0.0000000003042,+4.80%,$1.08 M,$28.26 M
Orion Protocol,ORN,$0.825,+2.33%,$4.32 M,$28.17 M
Alpaca Finance,ALPACA,$0.1851,+3.31%,$1.95 M,$28.03 M
UFO Gaming,UFO,$0.000001088,+3.40%,$2.1 M,$28.03 M
JUNO,JUNO,$0.3677,+2.66%,"$120,646",$27.97 M
MELD,MELD,$0.0188,+1.87%,$2.2 M,$27.85 M
Syntropy,NOIA,$0.04064,-4.26%,"$668,696",$27.81 M
GXChain,GXC,$0.37,+0.17%,$357,$27.75 M
Gas,GAS,$2.70,+3.83%,$13.33 M,$27.34 M
YIELD App,YLD,$0.1231,-0.67%,"$371,877",$27.34 M
Origin Dollar,OUSD,$0.9994,+0.18%,"$491,889",$27.37 M
Steem Dollars,SBD,$2.23,+7.29%,$1.42 M,$27.29 M
Cornucopias,COPI,$0.03696,+6.52%,"$267,100",$27.4 M
CargoX,CXO,$0.163,+6.74%,"$4,530",$27.25 M
Maple,MPL,$6.16,+0.45%,"$463,156",$27.23 M
Unidef,U,$0.0001573,+2.01%,"$591,801",$27.1 M
Velodrome Finance,VELO,$0.09801,+16.69%,$3.68 M,$26.68 M
Grove v2,GVR,$0.2825,+3.56%,$4.49 M,$26.86 M
Boba Network,BOBA,$0.1551,-2.40%,$1.25 M,$26.62 M
H2O Dao,H2O,$0.1187,-0.49%,"$412,585",$26.7 M
Ultiledger,ULT,$0.007803,-18.33%,"$2,106",$22.13 M
Angola,AGLA,$0.05799,+56.44%,"$182,506",$27.57 M
BarnBridge,BOND,$3.39,+3.62%,$3.5 M,$26.8 M
Wirex Token,WXT,$0.002659,+0.45%,"$84,937",$26.59 M
BENQI,QI,$0.00716,+3.14%,$1.27 M,$26.72 M
QuickSwap,QUICK,$52.05,+3.70%,$1.25 M,$26.75 M
Star Atlas DAO,POLIS,$0.1739,+0.91%,"$243,179",$26.61 M
GMT Token,GMT,$0.09672,+3.02%,$1.35 M,$26.55 M
Keep3rV1,KP3R,$62.28,+2.86%,$1.59 M,$26.48 M
Mute,MUTE,$0.6506,+1.56%,"$343,233",$26.03 M
DIA,DIA,$0.276,+1.98%,$1.77 M,$26.02 M
Instadapp,INST,$1.45,+4.62%,"$105,569",$26.1 M
RAMP,RAMP,$0.05443,+1.57%,"$3,720",$26.01 M
FNCY,FNCY,$0.031,-1.54%,"$40,337",$25.72 M
UXD Protocol,UXP,$0.006533,+1.58%,"$11,820",$25.66 M
MAP Protocol,MAP,$0.01163,-0.19%,"$226,273",$25.64 M
Travala.com,AVA,$0.4884,+4.76%,$1.12 M,$25.52 M
Refereum,RFR,$0.005363,+10.24%,$1.03 M,$26.81 M
HELLO Labs,HELLO,$0.04109,+2.80%,$1.25 M,$25.5 M
Streamr,DATA,$0.02648,+4.84%,$1.09 M,$25.1 M
UwU Lend,UWU,$15.71,+6.57%,"$84,311",$25.1 M
MonaCoin,MONA,$0.3808,+0.27%,"$46,439",$25.03 M
Alpine F1 Team Fan Token,ALPINE,$2.20,+1.76%,$4.65 M,$25.04 M
Altura,ALU,$0.0347,+7.26%,"$590,280",$24.98 M
IX Token,IXT,$0.3028,-2.54%,"$93,965",$24.89 M
Thales,THALES,$0.592,+1.47%,"$173,047",$24.78 M
Clover Finance,CLV,$0.04199,+4.01%,$2.18 M,$24.5 M
BitShares,BTS,$0.00816,+4.18%,"$876,032",$24.44 M
CoinEx Token,CET,$0.03409,+1.55%,$1 M,$24.15 M
ONBUFF,ONIT,$0.03145,+1.11%,"$262,527",$24.22 M
Sentinel Protocol,UPP,$0.05316,+4.46%,"$454,756",$24.45 M
Manifold Finance,FOLD,$15.21,+8.40%,"$231,379",$24.09 M
Maiar,MEX,$0.000006808,+3.61%,"$55,360",$24.02 M
Dego Finance,DEGO,$1.71,+3.95%,$1.67 M,$24.22 M
Quickswap[New],QUICK,$0.04493,-0.85%,$1.09 M,$23.81 M
Minswap,MIN,$0.0337,-0.54%,"$161,657",$23.7 M
NULS,NULS,$0.2305,+6.86%,$3.21 M,$23.7 M
Alpha Quark Token,AQT,$0.8669,-3.15%,$1.18 M,$23.1 M
Fusion,FSN,$0.3157,+2.12%,"$358,284",$23.47 M
WhiteCoin,XWC,$0.03051,+4.84%,"$233,696",$23.32 M
Dexpools,DXP,$2.65,+0.00%,N/A,$23.2 M
Umee,UMEE,$0.005209,-3.72%,"$667,149",$23.09 M
League of Kingdoms Arena,LOKA,$0.3123,+3.28%,$3.77 M,$23.07 M
AhaToken,AHT,$0.006185,-2.56%,$1.78 M,$23.08 M
Hermez Network,HEZ,$4.89,+1.34%,"$169,179",$22.97 M
NuNet,NTX,$0.04623,+9.73%,"$398,330",$23.31 M
Contentos,COS,$0.005529,+3.90%,"$943,419",$23.01 M
XANA,XETA,$0.02312,+0.21%,"$242,476",$22.63 M
BABB,BAX,$0.000355,+15.27%,"$346,946",$22.26 M
EverGrow Coin,EGC,$0.00000004839,+4.14%,"$17,360",$22.49 M
Revain,REV,$0.000263,+1.30%,"$108,832",$22.37 M
Bitcoin Diamond,BCD,$0.1191,+2.14%,"$31,420",$22.21 M
LeverFi,LEVER,$0.001442,+5.48%,$5.54 M,$22.27 M
NFT Worlds,WRLD,$0.03129,+7.16%,"$198,183",$22.28 M
REI Network,REI,$0.02338,+3.20%,$1.21 M,$22.21 M
GuildFi,GF,$0.06479,+1.81%,$1.17 M,$22.14 M
Ambire AdEx,ADX,$0.1551,+2.70%,$1.67 M,$22.11 M
Namecoin,NMC,$1.50,+3.02%,"$22,721",$22.16 M
StreamCoin,STRM,$0.01463,-1.40%,$12.17 M,$21.83 M
Aurora,AURORA,$0.1018,+0.55%,"$263,411",$21.93 M
YooShi,YOOSHI,$0.0000000583,-0.47%,"$122,630",$21.76 M
Ellipsis,EPS,$0.03018,+2.95%,"$293,363",$21.84 M
Unifi Protocol DAO,UNFI,$4.25,+4.99%,$4.79 M,$21.81 M
StrikeX,STRX,$0.025,-6.74%,"$92,226",$21.52 M
StakeWise,SWISE,$0.0825,+5.61%,"$304,166",$21.81 M
RAI Finance,SOFI,$0.06652,+1.71%,"$537,859",$21.71 M
Compound Uni,CUNI,$0.09822,+2.44%,"$25,233",$21.55 M
Altered State Token,ASTO,$0.0318,-7.00%,"$247,870",$21.25 M
xSUSHI,XSUSHI,$1.06,+3.28%,"$5,989",$21.36 M
StaFi,FIS,$0.3512,+14.14%,$5.11 M,$21.23 M
Choise.com,CHO,$0.1931,+5.25%,$3.55 M,$21.16 M
Delysium,AGI,$0.1174,-3.04%,"$719,521",$21.15 M
Wrapped NCG (Nine Chronicles Gold),WNCG,$0.08272,+2.40%,"$349,915",$21.09 M
Gamium,GMM,$0.00101,+2.36%,"$470,368",$21.02 M
Bluzelle,BLZ,$0.0611,+6.57%,$2.49 M,$20.84 M
VIDT DAO,VIDT,$0.02704,+4.56%,$1.29 M,$20.82 M
TROY,TROY,$0.002421,+4.78%,"$301,157",$20.88 M
KardiaChain,KAI,$0.004358,+3.51%,"$564,048",$20.63 M
Everdome,DOME,$0.001087,-2.00%,"$420,438",$20.66 M
Tokenlon Network Token,LON,$0.4626,-1.25%,"$267,792",$20.61 M
Boson Protocol,BOSON,$0.1792,+2.06%,"$164,124",$20.51 M
Zambesigold,ZGD,$0.4873,-2.73%,"$130,868",$20.42 M
Ki,XKI,$0.04491,+1.74%,"$10,677",$20.45 M
AirSwap,AST,$0.1163,+4.90%,$1.77 M,$20.3 M
Akropolis,AKRO,$0.004704,+0.03%,$16.81 M,$20.18 M
TrustSwap,SWAP,$0.2025,+1.95%,$2.06 M,$20.25 M
Outer Ring MMO (GQ),GQ,$0.004981,+1.62%,$2.27 M,$20.05 M
OXBT,OXBT,$0.107,-22.17%,"$674,487",$21.39 M
ZoidPay,ZPAY,$0.0514,+4.97%,$3.92 M,$20.15 M
Image Generation AI,IMGNAI,$0.02598,+14.81%,"$466,736",$20.18 M
ParaSwap,PSP,$0.03257,+6.99%,"$90,948",$20.13 M
Aleph.im,ALEPH,$0.08129,+0.90%,"$272,575",$20.1 M
Angle Protocol,AGEUR,$1.07,-0.02%,$1.52 M,$20.09 M
Tamadoge,TAMA,$0.01443,+1.91%,$2.45 M,$20.11 M
Spool DAO,SPOOL,$0.5565,-4.01%,"$309,761",$20.04 M
PARSIQ,PRQ,$0.1077,+1.24%,"$864,437",$19.95 M
Opulous,OPUL,$0.08901,-1.59%,"$703,537",$20.26 M
Somnium Space Cubes,CUBE,$1.59,+32.77%,"$298,745",$19.93 M
Firo,FIRO,$1.60,+6.17%,"$889,744",$19.85 M
Guild of Guardians,GOG,$0.05207,+10.20%,"$328,636",$19.79 M
GYEN,GYEN,$0.007148,-0.18%,"$89,477",$19.54 M
Aeternity,AE,$0.05289,+9.29%,"$494,140",$19.51 M
Popsicle Finance,ICE,$1.29,-0.55%,"$96,497",$19.72 M
Tranchess,CHESS,$0.1618,+2.89%,$2.04 M,$19.58 M
Splintershards,SPS,$0.01957,+3.25%,"$201,583",$19.59 M
Nexa,NEXA,$0.000008627,+3.89%,"$191,802",$19.42 M
Minted,MTD,$0.1136,-0.50%,"$65,017",$19.33 M
Mint Marble,MIM,$0.572,+6.82%,$260,$19.33 M
Voxies,VOXEL,$0.1646,+3.29%,$2.33 M,$19.3 M
Vectorspace AI,VXV,$0.3964,+3.97%,"$105,333",$19.3 M
Airtor Protocol,ATOR,$0.2655,+18.08%,"$529,583",$19.22 M
Victoria VR,VR,$0.01295,+4.37%,"$943,912",$18.44 M
S.S. Lazio Fan Token,LAZIO,$2.24,+2.27%,$4.38 M,$19.23 M
tBTC,TBTC,"$26,033.23",+3.56%,$614,$19.1 M
QANplatform,QANX,$0.008328,+0.47%,"$57,274",$18.88 M
BitMart Token,BMX,$0.1082,+0.05%,$2.3 M,$18.8 M
CENNZnet,CENNZ,$0.01575,+4.97%,"$247,030",$18.9 M
Alitas,ALT,$0.1558,-7.24%,"$4,790",$18.7 M
ThetaDrop,TDROP,$0.001626,-6.41%,"$82,129",$17.97 M
Metronome,MET,$1.30,-7.43%,"$13,012",$18.64 M
Pip,PIP,$0.2115,-8.86%,$2.08 M,$18.95 M
dForce,DF,$0.04339,+3.07%,"$978,068",$18.75 M
HAVAH,HVH,$0.04069,+2.69%,"$853,932",$18.55 M
FIO Protocol,FIO,$0.02416,+2.77%,$1.56 M,$18.61 M
Paris Saint-Germain Fan Token,PSG,$3.84,+2.67%,$1.32 M,$18.59 M
GenesysGo Shadow,SHDW,$0.1273,+1.33%,"$166,280",$18.46 M
RFOX,RFOX,$0.01432,+7.12%,"$958,986",$18.78 M
Epic Cash,EPIC,$1.12,+1.69%,"$47,571",$18.44 M
Tellor,TRB,$10.84,+3.03%,$2.72 M,$18.47 M
TerraClassicKRW,KRTC,$0.0004821,+2.39%,N/A,$18.49 M
Elitium,EUM,$0.6622,-0.73%,"$103,727",$18.49 M
Shiba Predator,QOM,$0.00000003029,+5.18%,"$117,792",$18.17 M
Milady Meme Coin,LADYS,$0.00000002513,+26.62%,$13.37 M,$18.45 M
DeversiFi,DVF,$0.7588,-0.02%,"$80,103",$18.32 M
Pluton,PLU,$9.86,-0.41%,"$405,255",$18.25 M
Ferro,FER,$0.01954,+0.82%,"$64,066",$18.22 M
RMRK,RMRK,$1.93,+6.82%,"$112,178",$18.31 M
Freeway Token,FWT,$0.001813,-3.46%,"$1,619",$18.13 M
Nakamoto Games,NAKA,$0.2588,+11.16%,$3.09 M,$18.73 M
Serum,SRM,$0.06936,+3.41%,$4.11 M,$18.26 M
MANTRA,OM,$0.02625,+1.38%,$2.38 M,$18.19 M
Metahero,HERO,$0.003532,+4.92%,"$495,681",$18 M
Talken,TALK,$0.09065,+0.37%,"$516,137",$18.01 M
Itheum,ITHEUM,$0.0326,+2.83%,"$15,025",$17.93 M
Kava Lend,HARD,$0.1328,+2.76%,$1.24 M,$17.9 M
Maro,MARO,$0.02256,+3.83%,"$133,063",$18.05 M
Proton,XPR,$0.001006,+0.58%,$1.17 M,$17.8 M
VITE,VITE,$0.01737,+5.11%,$1.15 M,$17.81 M
Harvest Finance,FARM,$26.07,+5.15%,"$652,581",$17.76 M
Star Atlas,ATLAS,$0.001786,+2.33%,"$811,523",$17.51 M
Stargaze,STARS,$0.01368,+0.02%,"$22,950",$17.45 M
ETH 2x Flexible Leverage Index,ETH2X-FLI,$12.74,+9.22%,"$171,714",$17.3 M
KILT Protocol,KILT,$0.36,+4.28%,"$62,579",$17.79 M
VeraOne,VRO,$66.73,+12.79%,"$23,070",$17.49 M
PolkaFoundry,PKF,$0.1525,-3.32%,"$713,895",$17.49 M
PIVX,PIVX,$0.2329,-0.46%,$2.19 M,$17.25 M
HOPR,HOPR,$0.05099,-1.38%,"$354,222",$17.4 M
CONUN,CON,$0.005926,-6.86%,"$152,898",$17.17 M
TOR,TOR,$1.00,+0.02%,"$296,626",$17.09 M
Wing Finance,WING,$5.13,+2.37%,"$973,945",$17.24 M
XEN Crypto,XEN,$0.000001589,+7.02%,$3.22 M,$16.93 M
Santos FC Fan Token,SANTOS,$3.75,+1.68%,$8.25 M,$17.04 M
Ambrosus,AMB,$0.01112,+3.09%,$7.64 M,$17.44 M
PinkSale,PINKSALE,$170.81,+2.60%,"$59,363",$17.08 M
FC Porto Fan Token,PORTO,$2.19,+2.46%,$4.11 M,$17.07 M
Burger Swap,BURGER,$0.4429,+3.13%,$1.66 M,$17.19 M
Shina Inu,SHI,$0.000001208,+4.73%,"$65,720",$16.99 M
ApolloX,APX,$0.03813,+1.56%,"$191,350",$17.07 M
ICHI,ICHI,$2.53,+3.35%,"$83,027",$16.96 M
Silo Finance,SILO,$0.07187,+4.80%,"$22,171",$16.95 M
OG Fan Token,OG,$4.41,+4.08%,$11.34 M,$17.01 M
Swarm,BZZ,$0.3312,-5.16%,"$187,992",$16.35 M
MarsDAO,MDAO,$0.2342,-0.30%,"$296,882",$16.54 M
JPEG'd,JPEG,$0.0006285,+3.02%,"$428,374",$16.68 M
EthicHub,ETHIX,$0.2351,+0.23%,"$9,606",$16.57 M
ETHAX,ETHAX,$0.09133,-0.09%,"$180,175",$16.39 M
Gifto,GTO,$0.01637,+3.46%,$2.19 M,$16.36 M
Velo,VELO,$0.003335,+6.62%,$6.71 M,$16.62 M
TABOO TOKEN,TABOO,$0.001696,-11.45%,"$577,514",$16.59 M
Marinade,MNDE,$0.0831,+12.84%,$2.33 M,$16.57 M
Presearch,PRE,$0.04081,+1.25%,"$81,784",$16.18 M
Mango,MNGO,$0.01607,+0.27%,"$174,787",$16.07 M
ForTube,FOR,$0.02041,+3.69%,$1.62 M,$16.22 M
